original order,Case Number.1,Date,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N/U),Species,Injury,Investigator or Source,href
2932.0,1971.00.00.c,1971,nan,1971.0,Não Provocado,australia,South Australia,Southport,Surfing,M,15,Não,White shark,Severe lacerations to thigh,The Advertiser (undated),http://sharkattackfile.net/spreadsheets/pdf_directory/1971.00.00.c-Franklin.pdf
2931.0,1971.00.00.b,1971,nan,1971.0,Não Provocado,iran,Khuzestan Province,"Ahvaz, on the Karun River",Desconhecido,M,,Não,Desconhecido,Survived,B. Coad,http://sharkattackfile.net/spreadsheets/pdf_directory/1971.00.00.b-Nagib.pdf
2930.0,1971.00.00.a,1971,nan,1971.0,Não Provocado,iran,Khuzestan Province,"Ahvaz, on the Karun River",Desconhecido,M,,Não,Desconhecido,Survived,B. Coad,http://sharkattackfile.net/spreadsheets/pdf_directory/1971.00.00.a-Kalantar.pdf
2929.0,1970.12.17,17-Dec-1970,Dez,1970.0,Não Provocado,mozambique,Inhambe Province,"Inhasoka, Inhambe Bay",Fishing for prawns,M,18,Sim,Desconhecido,"FATAL, arm severed  ","GSAF; H.D. Baldridge, p.22",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.12.17-Litura.pdf
2928.0,1970.12.13,13-Dec-1970,Dez,1970.0,Não Provocado,mozambique,Inhambe Province,"Inhambe Bay Estuary, 10 to 12 miles inland from the sea",Fishing for prawns,M,18 to 22,Sim,Desconhecido,"FATAL, decapitated and arm severed","GSAF; H.D. Baldridge, p.22",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.12.13-BlackMale-Mozambique.pdf
2927.0,1970.12.07,07-Dec-1970,Dez,1970.0,Não Provocado,micronesia,Namonuito Atoll,Pisarach (Pisaras),Fishing,M,,Não,1.8 m shark,Laceration to thigh,R.S. Jones,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.12.07-Kapriel.pdf
2926.0,1970.12.03,03-Dec-1970,Dez,1970.0,Desastre do Mar,usa,Hawaii,Kauai,Shipwreck,M,41,Não,Desconhecido,Right thigh lacerated,"The Argus, 12/7/1970, p.2",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.12.03-Leopold.pdf
2925.0,1970.11.00,Nov-1970,Nov,1970.0,Não Provocado,desconhecido,,,Desconhecido,M,,Não,Desconhecido,Extensive injuries," H.D. Baldridge (1994), SAF Case #1645",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.11.00-NV-Plotsky.pdf
2924.0,1970.10.24,24-Oct-1970,Out,1970.0,Não Provocado,usa,Hawaii,"Brennecke Beach, Po'ipu, Kaua'i",Body surfing,M,,Não,Desconhecido,Shoulder & arm bitten,"J. Borg, p.74; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.10.24-Mattan.pdf
2923.0,1970.10.00,Oct-1970,Out,1970.0,Não Provocado,usa,Florida,"Matanzas Inlet, St Johns County",Surfing,M,,Não,Desconhecido,Bitten on right leg above the ankle,"H. Wessel, Orlando Sentinel, 8/1/2001 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.10.00-Baker.pdf
2922.0,1970.09.28,28-Sep-1970,Set,1970.0,Não Provocado,micronesia,Eastern Caroline Islands,Truk Lagoon,Diving,M,43,Não,1.8 to 2 m C. albimarginatus,Lacerations & punctures to right arm & shoulder ,R.S. Jones,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.09.28-Urumai.pdf
2921.0,1970.09.13,13-Sep-1970,Set,1970.0,Provocado,palau,Western Caroline Islands (North Pacific Ocean),Outside barrier reef,Spearfishing,M,20,Não,1 m shark,"Another diver shot shark, shark bit his left foream  PROVOKED INCIDENT","K.R.H. Read; H.D. Baldridge, p.192",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.09.13-Samsel.pdf
2920.0,1970.09.05,05-Sep-1970,Set,1970.0,Não Provocado,usa,Florida,"Cocoa Beach, Brevard County",Floating on a raft,M,18,Não,Desconhecido,Laceration to left foot,"St. Petersburg Times, 9/7/1970, p.12B",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.09.05-Hodgson.pdf
2919.0,1970.09.02,02-Sep-1970,Set,1970.0,Provocado,australia,New South Wales,"Marineland, Sydney",Desconhecido,M,20,Não,Desconhecido,PROVOKED INCIDENT,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.09.02-Cook.pdf
2918.0,1970.09.00.c,Sep-1970,Set,1970.0,Não Provocado,usa,South Carolina,,Swimming,M,,Não,"""Dog shark""",Foot lacerated,"H.D. Baldridge (1994), SAF Case #1630",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.09.00.c-Kirakas.pdf
2917.0,1970.09.00.a,Sep-1970,Set,1970.0,Não Provocado,usa,Florida,Pinellas County,Scuba diving,M,,Não,Desconhecido,Calf / knee injured?,SAF Case #1485,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.09.00.a-NV-male.pdf
2916.0,1970.08.02,02-Aug-1970,Ago,1970.0,Desconhecido,desconhecido,Caribbean Sea,Between St. Kitts & Nevis,Sea Disaster Sinking of ferryboat Christina,Desconhecido,,Desconhecido,Shark involvement prior to death was not confirmed,"Sharks scavenged on bodies, but no record of them injuring survivors ","Rome News Tribune, 8/3/1970",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.08.02-Christina-ferryboat.pdf
2915.0,1970.07.05,5-Jul-1970,Jul,1970.0,Não Provocado,desconhecido,,,Desconhecido,M,,Não,Mako shark,Finger or toe severed,"H.D. Baldridge (1994), SAF Case #1628",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.07.05-NV-male.pdf
2914.0,1970.06.22,22-Jun-1970,Jun,1970.0,Provocado,usa,Florida,"Dania, Broward County",Fishing,M,13,Não,7.5' shark,Bitten on calf by hooked shark PROVOKED INCIDENT,Bridgeport Post 6/22/1970,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.06.22-Faulkner.pdf
2913.0,1970.06.15,15-Jun-1970,Jun,1970.0,Provocado,south africa,KwaZulu-Natal,"Shark tank, Oceanographic Research Institute, Durban",Scuba Diving,M,25,Não,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",2 cm laceration on knee PROVOKED INCIDENT,"D. Davies; A.J. Bass, ORI",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.06.15-Govindsamy.pdf
2912.0,1970.06.13.b,13-Jun-1970,Jun,1970.0,Não Provocado,grenada,St. Andrew Parish,Grenville,Wading,M,16,Sim,Desconhecido,"FATAL, multiple injuries to both legs  ","E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.06.13.b-LincolnJohn.pdf
2911.0,1970.06.13.a,13-Jun-1970,Jun,1970.0,Não Provocado,grenada,St. Andrew Parish,Grenville,Wading,M,18,Sim,Desconhecido,"FATAL, body not recovered","E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.06.13.a-AlpheusJohn.pdf
2910.0,1970.06.00,Jun-1970,Jun,1970.0,Desastre do Mar,philippines,200 nm southeast of Manila,,Motor launch Baby Princesa capsized with 22 people on board,Desconhecido,,Sim,Desconhecido,"2 people survived, 6 drowned & the others were killed by sharks","The Daily Intelligencer, 6/12/1970, p.2;  The Times (London), September 24, 1970",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.06.00-Philippines.pdf
2909.0,1970.04.04,4-Apr-1970,Abr,1970.0,Não Provocado,grenada,St. Andrew Parish,Grenville,Swimming,M,14,Sim,Desconhecido,"FATAL, body not recovered","E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.04.04-Daily.pdf
2908.0,1970.04.00.b,Apr-1970,Abr,1970.0,Provocado,desconhecido,,,Freediving,M,,Não,Wobbegong shark ,Arm abraded & lacerated. Recorded as PROVOKED INCIDENT,"H.D. Baldridge (1994), SAF Case #1616",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.04.00.b-NV-Jarvis.pdf
2907.0,1970.04.00.a,Apr-1970,Abr,1970.0,Não Provocado,solomon islands,,,Swimming,M,,Desconhecido,Wobbegong shark,No details,H.D. Baldridge (1994) SAF Case #1655,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.04.00.a-NV-Vota.pdf
2906.0,1970.03.31,31-Mar-1970,Mar,1970.0,Desconhecido,usa,Hawaii,"Waimea Bay, O'ahu",Body surfing,M,,Desconhecido,Shark involvement prior to death was not confirmed,"Swept out to sea,  5.5 m [18'] shark seen in the vicinity, body not recovered. ","J. Borg, p.74",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.03.31-Reathaford.pdf
2905.0,1970.03.23,23-Mar-1970,Mar,1970.0,Não Provocado,usa,Florida,Manatee County,Wading,M,19,Não,Desconhecido,Foot & calf lacerated,H.D. Baldridge (1994) SAF Case #1620,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.03.23-Fetterman.pdf
2904.0,1970.02.05,5-Feb-1970,Fev,1970.0,Não Provocado,desconhecido,,,Wading,F,8,Não,Carpet shark,Lacerations to lower leg,H.D. Baldridge (1994) SAF Case #1626,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.02.05-NV-Irvine.pdf
2903.0,1970.01.23.d,23-Jan-1970,Jan,1970.0,Não Provocado,mozambique,Limpopo River,3.2 km inland,Swimming,M,14,Não,Desconhecido,"Hands severed, forearm severely lacerated","Natal Daily News, 2/4/1970; D. Davies",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.01.23.d-Soto.pdf
2902.0,1970.01.23.c,23-Jan-1970,Jan,1970.0,Não Provocado,mozambique,Limpopo River,"Gijana, 150 km inland",Swimming,M,16,Não,Zambesi shark,Leg severed at knee,"Natal Daily News, 2/4/1970; D. Davies",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.01.23.c-Tivane.pdf
2901.0,1970.01.23.b,23-Jan-1970,Jan,1970.0,Não Provocado,mozambique,Limpopo River,"Gijana, 150 km inland",Swimming,M,12,Não,Zambesi shark,"Arm severed, thigh bitten","Natal Daily News, 2/4/1970; D. Davies",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.01.23.b-Mogadura.pdf
2900.0,1970.01.23.a,23-Jan-1970,Jan,1970.0,Não Provocado,mozambique,Limpopo River,"Gijana, 150 km inland",Swimming,M,10,Não,Zambesi shark,Leg severed at knee,"Natal Daily News, 2/4/1970; D. Davies",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.01.23.a-Mobunda.pdf
2899.0,1970.01.16,    16-Jan-1970,Jan,1970.0,Desastre do Mar,egypt,Red Sea,A few miles south of Port Suez,Air disaster,M,,Sim,Desconhecido,FATAL,"The Progress, 1/17/1970",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.01.16-IsraeliPilot.pdf
2898.0,1970.01.10,10-Jan-1970,Jan,1970.0,Não Provocado,mexico,Guerrero,Acapulco,Swimming,M,22,Não,Desconhecido,Leg bitten,"A. Resciniti, p.110",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.01.10-Kardell.pdf
2897.0,1970.01.09.R,Reported 09-Jan-1970,Jan,1970.0,Não Provocado,england,Devon,Teignmouth,Attempted to return injured shark to the sea,M,,Não,8' blue shark,Leg bitten,"Reading Eagle, 1/9/1970",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.01.09.R-England.pdf
2896.0,1970.01.00, Jan-1970,Jan,1970.0,Não Provocado,papua new guinea,New Ireland Province,,Freediving,M,15,Não,Desconhecido,Lacerations to back,"Brainerd Daily Dispatch, 1/13/1970",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.01.00-NV-Mosley.pdf
2895.0,1970.00.00.h,1970s,nan,1970.0,Não Provocado,sri lanka,Western Province,Colombo Harbor,Spearfishing / freediving,M,,Não,Desconhecido,Swim fins badly torn by the shark's teeth,R. I. DeSilva.GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.00.00.h-Wickremaratne.pdf
2894.0,1970.00.00.g,Late 1970s,nan,1970.0,Não Provocado,spain,Canary Islands,"Icod de los Vinos, Tenerife",Spearfishing,M,,Não,Blue shark,Minor injury,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.00.00.g-Tenerife.pdf
2893.0,1970.00.00.f,Ca. 1970,nan,1970.0,Barco,italy,Sardinia,Golfo di Oristano,Fishing on a boat,M,,Não,White shark,No injury,A. De Maddalena; M. Cottiglia (pers. Comm.),http://sharkattackfile.net/spreadsheets/pdf_directory/1970.00.00.f-Sardinia.pdf
2892.0,1970.00.00.e,1970,nan,1970.0,Não Provocado,croatia,Zadar County,Novigrad,Spearfishing,M,,Desconhecido,White shark,No details,A. De Maddalena; A. Mojetta (pers. Comm.),http://sharkattackfile.net/spreadsheets/pdf_directory/1970.00.00.e-Jurincic.pdf
2891.0,1970.00.00.d,1970s,nan,1970.0,Não Provocado,iraq,Basrah,Shatt-al-Arab River,Washing cooking pans,F,28,Não,Desconhecido,Left hand severed,B.W. Coad & L.A.J. Al-Hassan,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.00.00.d-Shatt-al-Arab.pdf
2890.0,1970.00.00.c,1970s,nan,1970.0,Não Provocado,iraq,Basrah,Shatt-al-Arab River near Abu al Khasib,Washing clothes on stairs,F,25,Não,Desconhecido,Left foot severed,B.W. Coad & L.A.J. Al-Hassan,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.00.00.c-Abu-a-Khasib.pdf
2889.0,1970.00.00.b,1970s,nan,1970.0,Não Provocado,iraq,Basrah,Shatt-al-Arab River,Swimming,M,35,Sim,Desconhecido,"FATAL, left leg severed",B.W. Coad & L.A.J. Al-Hassan,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.00.00.b-Shatt-al-Arab.pdf
2888.0,1970.00.00.a,1970s,nan,1970.0,Não Provocado,iraq,Basrah,Shatt-al-Arab River,"Fishing, trying to catch the end of his fishing line",M,35,Não,Desconhecido,Left hand bitten,B.W. Coad & L.A.J. Al-Hassan,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.00.00.a-Shatt-al-Arab.pdf
2887.0,1969.11.30,30-Nov-1969,Nov,1969.0,Não Provocado,australia,Western Australia,"Swan River, 13 miles upstream",Swimming,M,15,Não,Desconhecido,Left thigh lacerated,"Sydney Morning Herald, 12/1/1969 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.11.30-Cartwright.pdf
2886.0,1969.11.11,11-Nov-1969,Nov,1969.0,Não Provocado,usa,Hawaii,"Barbers Point, O'ahu",Scuba diving for lobsters,M,,Não,>2.4 m [8'] shark,"Abrasions on upper leg, laceration on ankle, scuba tank bitten","H.D. Baldridge, p.185; J. Borg, p.74;  L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.11.11-McGinnis.pdf
2885.0,1969.11.05,05-Nov-1969,Nov,1969.0,Provocado,australia,New South Wales,"Marineland, Sydney",Desconhecido,M,27,Não,Desconhecido,PROVOKED INCIDENT,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.11.05-Robson.pdf
2884.0,1969.10.14,14-Oct-1969,Out,1969.0,Não Provocado,usa,Hawaii,Hawaii,Diving,M,,Não,Oceanic whitetip shark,No injury,H.D. Baldridge (1994) SAF Case #1579,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.10.14-NV-Hegeman.pdf
2883.0,1969.09.06,06-Sep-1969,Set,1969.0,Não Provocado,usa,California,"Bird Rock, Tomales Point, near Marin County / Sonoma County border",Free diving for abalone,M,53,Não,"White shark, 4.3 m 4.9 m [14' to 16'] ",Leg & ankle severely bitten,"D. Miller & R. Collier; R. Collier, pp.42-44; H.D. Baldridge, p.78;",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.09.06-DonaldJoslin_Collier.pdf
2882.0,1969.08.29,29-Aug-1969,Ago,1969.0,Não Provocado,usa,Florida,"North Beach, St. Lucie County",Floating on his back,M,,Não,Desconhecido,Laceration to right leg,"News Tribune, 8/30/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.08.29-Barnes.pdf
2881.0,1969.08.22,22-Aug-1969,Ago,1969.0,Provocado,usa,Massachusetts,40 miles south of Nantucket,Fishing,M,28,Não,Desconhecido,Leg bitten by netted shark PROVOKED INCIDENT,"Portsmouth Herald, 8/23/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.08.22-Eleniefsky.pdf
2880.0,1969.08.02,02-Aug-1969,Ago,1969.0,Não Provocado,usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Não,Desconhecido,Lacerations to lower leg,"St. Petersburg Times, 8/3/1969; H.D. Baldridge (1994) SAF Case #1570",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.08.02-Wilson.pdf
2879.0,1969.08.01,02-Aug-1969,Ago,1969.0,Não Provocado,usa,Florida,"St. Petersburg, Pinnellas County",Body surfing,M,13,Não,4' shark,Lacerations to right lower leg & left arm and hand,"NYTimes, 8/3/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.08.01-Wamser.pdf
2878.0,1969.08.00,Aug-1969,Ago,1969.0,Não Provocado,desconhecido,,,Desconhecido,M,25,Não,Desconhecido,Am lacerated,H.D. Baldridge (1994) SAF Case #1602,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.08.00-NV-Hughes.pdf
2877.0,1969.07.27,27-Jul-1969,Jul,1969.0,Provocado,england,,,Desconhecido,M,,Não,Desconhecido,Arm lacerated. Recorded as PROVOKED INCIDENT,H.D. Baldridge (1994) SAF Case #1611,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.07.27-NV-Brown.pdf
2876.0,1969.07.22,22-Jul-1969,Jul,1969.0,Provocado,usa,Florida,Florida Keys,Desconhecido,M,13,Não,Nurse shark,Scrape on head. Recorded as PROVOKED INCIDENT,H.D. Baldridge (1994) SAF Case #1603,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.07.22-NV-Griffin.pdf
2875.0,1969.07.20,20-Jul-1969,Jul,1969.0,Não Provocado,usa,California,"Pigeon Point, San Mateo County",Freediving for abalone (at surface),M,,Não,"White shark, 5 m [16.5'] ","Foot bitten, minor injury","D. Miller & R. Collier; R. Collier, p. 42",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.07.20-Colby_Collier.pdf
2874.0,1969.06.27,27-Jun-1969,Jun,1969.0,Não Provocado,usa,Florida,Florida Keys,Wading,M,22,Desconhecido,Desconhecido,No details,H.D.Baldridge (1994) SAF Case #1652,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.06.27-NV-Benham.pdf
2873.0,1969.06.12,12-Jun-1969,Jun,1969.0,Não Provocado,jamaica,Clarendon,Off Rocky Point,Diving,M,27,Não,Desconhecido,Multiple lacerations,"The Gleaner, 6/20/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.06.12-Washington.pdf
2872.0,1969.06.00,Jun-1969,Jun,1969.0,Não Provocado,usa,Florida,Sarasota County,Wading,M,8,Não,Desconhecido,No injury,H.D.Baldridge (1994) SAF Case #1609,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.06.00-NV-Holmes.pdf
2871.0,1969.05.25,25-May-1969,Mai,1969.0,Provocado,usa,Texas,Packery Channel,Surf-fishing,M,,Não,2' to 3' shark,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,"Corpus Christi Times, 5/26/1969; H.D.Baldridge (1994) SAF Case #1629",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.05.25-Barnett.pdf
2870.0,1969.05.24,24-May-1969,Mai,1969.0,Provocado,usa,Florida,Sarasota County,Diving,M,23,Não,Nurse shark,Laceration to buttocks Recorded as PROVOKED INCIDENT,H.D.Baldridge (1994) SAF Case #1596,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.05.24-NV-Martel.pdf
2869.0,1969.05.22,22-May-1969,Mai,1969.0,Não Provocado,dominican republic,,,Surfing,M,18,Desconhecido,Desconhecido,,H.D.Baldridge (1994) SAF Case #1607,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.05.22-NV-Kuchn.pdf
2868.0,1969.05.14,14-May-1969,Mai,1969.0,Não Provocado,australia,Queensland,Broomfield Reef,Desconhecido,Desconhecido,,Não,Desconhecido,Survived,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.05.14-Gillies.pdf
2867.0,1969.04.22,22-Apr-1969,Abr,1969.0,Desconhecido,australia,New South Wales,"Kingscliffe Beach, south of Tweed Heads",Netting pilchards,M,,Desconhecido,"Considered a ""Doubtful"" incident",No injury,"J. Green, p.36",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.04.22-Anderson.pdf
2866.0,1969.04.19,19-Aug-1969,Abr,1969.0,Provocado,usa,Florida,"Marathon, Monroe County",Fishing,M,adult,Não,"Lemon shark, 9' ",Laceration to foot from dead shark PROVOKED INCIDENT,"Tri-City Herald, 4/21/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.04.19-Horner.pdf
2865.0,1969.03.25,25-Mar-1969,Mar,1969.0,Provocado,australia,New South Wales,Newcastle,Desconhecido,M,65,Não,Mako shark,Foot lacerated. Recorded as PROVOKED INCIDENT,H.D.Baldridge (1994) SAF Case #1612,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.03.25-NV-WilliamHill.pdf
2864.0,1969.03.09,09-Mar-1969,Mar,1969.0,Não Provocado,usa,Hawaii,"Makaha, O'ahu",Surfing,M,16,Não,"White shark, identified by tooth fragments in surfboard",Leg & surfboard bitten,"J. Borg, p.73; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.03.09-Lee.pdf
2863.0,1969.02.17.R,Reported 17-Feb-1969,Fev,1969.0,Provocado,australia,Tasmania,Taroona,Fishing,M,49,Não,7-gill shark,Lacerations to hand from hooked shark PROVOKED INCIDENT,"C. Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.02.17.R-Pacey.pdf
2862.0,1969.02.00,Feb-1969,Fev,1969.0,Desconhecido,australia,Queensland,Cooktown,Hard hat diving,M,52,Desconhecido,Questionable incident,No details,H.D.Baldridge (1994) SAF Case #1591,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.02.00-NV-ElinAnderson.pdf
2861.0,1969.01.27,27-Jan-1969,Jan,1969.0,Não Provocado,australia,New South Wales,Beecroft Head,Freediving,M,21,Não,Desconhecido,Abrasions and lacerations to lower right leg,H.D.Baldridge (1994) SAF Case #1560,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.01.27-Deacon.pdf
2860.0,1969.01.00,Jan-1969,Jan,1969.0,Não Provocado,australia,Victoria,Port MacDonnel,Desconhecido,M,,Não,Carpet shark,Minor injury ,"H.D.Baldridge (1994), SAF Case #1594",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.01.00-Simpson.pdf
2859.0,1969.00.00,Winter 1969,nan,1969.0,Provocado,bahamas,Eleuthera,,Sight-seeing,Desconhecido,,Não,10' shark,"No injury to occupants, shark grabbed prop, Leodorn hit shark with oar, shark bit oar in half PROVOKED INCIDENT","M. Vorenberg, p.154",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.00.00-Leodorn.pdf
2858.0,1968.12.29,29-Dec-1968,Dez,1968.0,Desconhecido,south africa,KwaZulu-Natal,Port St. John's,Freediving,M,,Desconhecido,Questionable incident,No injury,H.D.Baldridge (1994) SAF Case #1588. Note: Unable to verify in local records,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.12.29-NV-Domoney.pdf
